DienstNr;Geldigheid;Deel;PeriodeId;Stelplaats;Geldigheidsnummer;Periode;ContractId;BeginDatum;WijzigDatum;Einddatum;Bustype;Opdrachtgever;Doelgroep;VertrektijdInMin;Vertrektijd;Aankomsttijd;AankomsttijdInMin;Beladen_Kms;Theoretische_Kms;Dag1Rijtijd;Dag1StatTb100;Dag1Stat50;Dag1AndWerkz;Dag1Arbeidstijd;Dag1Nacht;Dag2Rijtijd;dag2StatTb100;Dag2Stat50;dag2AndWerkz;dag2Arbeidstijd;Dag2Nacht;StatEff;OndEff;Kleur;Stelsel;Toegangsgebied;Basisbezetting;Kostenplaats;KalenderKoppeling;StartLine;Endline
735;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;947;15:47;00:30>;1470;192;192;366;101;26;0;429;240;30;0;0;0;30;30;127;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
735;___d_;1;P2;Waaslandia;4;School;7422;01/07/2025;05/01/2026;;G;;;941;15:41;23:16;1396;184;184;357;98;0;0;406;196;0;0;0;0;0;0;98;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
735;____v;1;P2;Waaslandia;5;School;7422;01/07/2025;05/01/2026;;G;;;941;15:41;23:16;1396;184;184;357;98;0;0;406;196;0;0;0;0;0;0;98;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
735;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;798;13:18;22:13;1333;200;200;381;126;28;0;461;133;0;0;0;0;0;0;154;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
736;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;G;;;947;15:47;01:00>;1500;200;200;389;78;26;0;437;240;35;25;0;0;50;60;129;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
736;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;G;;;947;15:47;01:00>;1500;200;200;389;78;26;0;437;240;35;25;0;0;50;60;129;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
736;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;962;16:02;00:10>;1450;169;169;342;136;0;0;419;240;10;0;0;0;10;10;136;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
736;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;G;;;947;15:47;01:00>;1500;200;200;389;78;26;0;437;240;35;25;0;0;50;60;129;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
736;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;G;;;947;15:47;01:00>;1500;200;200;389;78;26;0;437;240;35;25;0;0;50;60;129;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
736;z_;1;P2;Waaslandia;6;School;2225;01/07/2025;05/01/2026;;G;;;800;13:20;22:34;1354;217;217;456;98;0;0;514;154;0;0;0;0;0;0;98;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
737;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;962;16:02;00:10>;1450;169;169;342;136;0;0;419;240;10;0;0;0;10;10;136;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
737;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;962;16:02;00:10>;1450;169;169;342;136;0;0;419;240;10;0;0;0;10;10;136;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
737;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;936;15:36;00:09>;1449;188;188;390;81;33;0;437;240;9;0;0;0;9;9;114;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
737;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;962;16:02;00:10>;1450;169;169;342;136;0;0;419;240;10;0;0;0;10;10;136;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
737;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;962;16:02;00:10>;1450;169;169;342;136;0;0;419;240;10;0;0;0;10;10;136;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
737;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;G;;;858;14:18;21:19;1279;209;209;370;51;0;0;412;79;0;0;0;0;0;0;51;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
738;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;817;13:37;23:24;1404;247;247;509;78;0;0;572;204;0;0;0;0;0;0;78;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
738;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;817;13:37;23:24;1404;247;247;509;78;0;0;572;204;0;0;0;0;0;0;78;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
738;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;817;13:37;23:24;1404;247;247;509;78;0;0;572;204;0;0;0;0;0;0;78;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
738;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;817;13:37;23:24;1404;247;247;509;78;0;0;572;204;0;0;0;0;0;0;78;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
738;z_;1;P2;Waaslandia;6;School;2226;01/07/2025;05/01/2026;;G;;;879;14:39;23:53;1433;225;225;463;88;3;0;510;233;0;0;0;0;0;0;91;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
739;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;G;;;884;14:44;22:39;1359;168;168;353;107;15;0;416;159;0;0;0;0;0;0;122;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
740;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;938;15:38;23:04;1384;183;183;387;59;0;0;435;184;0;0;0;0;0;0;59;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
741;z_;1;P2;Waaslandia;6;School;2226;01/07/2025;05/01/2026;;G;;;950;15:50;00:04>;1444;177;177;369;121;0;0;456;240;4;0;0;0;4;4;121;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
742;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;970;16:10;00:20>;1460;230;230;393;73;4;0;434;240;20;0;0;0;20;20;77;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
743;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;1010;16:50;23:17;1397;163;163;323;64;0;0;366;197;0;0;0;0;0;0;64;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
744;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;1011;16:51;01:04>;1504;177;177;288;141;0;0;367;240;56;8;0;0;64;64;149;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
760;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;G;;;306;05:06;08:51;531;93;93;204;21;0;0;221;54;0;0;0;0;0;0;21;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
760;m____;2;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;772;12:52;17:54;1074;105;105;239;50;13;0;259;0;0;0;0;0;0;0;63;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
760;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;G;;;306;05:06;08:51;531;93;93;204;21;0;0;221;54;0;0;0;0;0;0;21;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
760;_d___;2;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;772;12:52;17:54;1074;105;105;239;50;13;0;259;0;0;0;0;0;0;0;63;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
760;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;315;05:15;08:22;502;86;86;173;14;0;0;187;45;0;0;0;0;0;0;14;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
760;__w__;2;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;910;15:10;18:48;1128;93;93;175;43;0;0;190;0;0;0;0;0;0;0;43;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
760;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;G;;;306;05:06;08:51;531;93;93;204;21;0;0;221;54;0;0;0;0;0;0;21;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
760;___d_;2;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;772;12:52;17:54;1074;105;105;239;50;13;0;259;0;0;0;0;0;0;0;63;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
760;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;G;;;306;05:06;08:51;531;93;93;204;21;0;0;221;54;0;0;0;0;0;0;21;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
760;____v;2;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;772;12:52;17:54;1074;105;105;239;50;13;0;259;0;0;0;0;0;0;0;63;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
761;m____;1;P2;Waaslandia;1;School;7422;01/07/2025;05/01/2026;;G;;;315;05:15;08:22;502;86;86;173;14;0;0;187;45;0;0;0;0;0;0;14;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
761;m____;2;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;802;13:22;19:10;1150;152;152;301;47;0;0;342;0;0;0;0;0;0;0;47;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
761;_d___;1;P2;Waaslandia;2;School;7422;01/07/2025;05/01/2026;;G;;;315;05:15;08:22;502;86;86;173;14;0;0;187;45;0;0;0;0;0;0;14;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
761;_d___;2;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;802;13:22;19:10;1150;152;152;301;47;0;0;342;0;0;0;0;0;0;0;47;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
761;__w__;1;P2;Waaslandia;3;School;7422;01/07/2025;05/01/2026;;G;;;406;06:46;08:47;527;54;54;121;0;0;0;121;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
761;__w__;2;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;707;11:47;18:26;1106;149;149;297;89;13;0;338;0;0;0;0;0;0;0;102;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
761;___d_;1;P2;Waaslandia;4;School;7422;01/07/2025;05/01/2026;;G;;;315;05:15;08:22;502;86;86;173;14;0;0;187;45;0;0;0;0;0;0;14;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
761;___d_;2;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;802;13:22;19:10;1150;152;152;301;47;0;0;342;0;0;0;0;0;0;0;47;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
761;____v;1;P2;Waaslandia;5;School;7422;01/07/2025;05/01/2026;;G;;;315;05:15;08:22;502;86;86;173;14;0;0;187;45;0;0;0;0;0;0;14;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
761;____v;2;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;802;13:22;19:10;1150;152;152;301;47;0;0;342;0;0;0;0;0;0;0;47;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
762;m____;1;P2;Waaslandia;1;School;7422;01/07/2025;05/01/2026;;G;;;330;05:30;09:17;557;98;98;219;8;0;0;227;30;0;0;0;0;0;0;8;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
762;m____;2;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;914;15:14;18:16;1096;74;74;174;8;0;0;182;0;0;0;0;0;0;0;8;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
762;_d___;1;P2;Waaslandia;2;School;7422;01/07/2025;05/01/2026;;G;;;330;05:30;09:17;557;98;98;219;8;0;0;227;30;0;0;0;0;0;0;8;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
762;_d___;2;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;914;15:14;18:16;1096;74;74;174;8;0;0;182;0;0;0;0;0;0;0;8;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
762;__w__;1;P2;Waaslandia;3;School;7422;01/07/2025;05/01/2026;;G;;;330;05:30;09:17;557;98;98;219;8;0;0;227;30;0;0;0;0;0;0;8;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
762;__w__;2;P2;Waaslandia;3;School;7422;01/07/2025;05/01/2026;;G;;;968;16:08;18:54;1134;52;52;128;38;0;0;143;0;0;0;0;0;0;0;38;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
762;___d_;1;P2;Waaslandia;4;School;7422;01/07/2025;05/01/2026;;G;;;330;05:30;09:17;557;98;98;219;8;0;0;227;30;0;0;0;0;0;0;8;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
762;___d_;2;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;914;15:14;18:16;1096;74;74;174;8;0;0;182;0;0;0;0;0;0;0;8;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
762;____v;1;P2;Waaslandia;5;School;7422;01/07/2025;05/01/2026;;G;;;330;05:30;09:17;557;98;98;219;8;0;0;227;30;0;0;0;0;0;0;8;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
762;____v;2;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;914;15:14;18:16;1096;74;74;174;8;0;0;182;0;0;0;0;0;0;0;8;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
763;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;338;05:38;08:49;529;87;87;165;26;0;0;189;22;0;0;0;0;0;0;26;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
763;m____;2;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;S;;;949;15:49;18:02;1082;62;62;133;0;0;0;133;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
763;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;338;05:38;08:49;529;86;86;165;26;0;0;189;22;0;0;0;0;0;0;26;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
763;_d___;2;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;S;;;949;15:49;18:02;1082;62;62;133;0;0;0;133;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
763;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;G;;;339;05:39;09:16;556;89;89;169;48;0;0;189;21;0;0;0;0;0;0;48;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
763;__w__;2;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;S;;;810;13:30;19:35;1175;129;129;291;69;5;0;330;0;0;0;0;0;0;0;74;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
763;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;338;05:38;08:49;529;86;86;165;26;0;0;189;22;0;0;0;0;0;0;26;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
763;___d_;2;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;S;;;949;15:49;18:02;1082;62;62;133;0;0;0;133;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
763;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;338;05:38;08:49;529;86;86;165;26;0;0;189;22;0;0;0;0;0;0;26;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
763;____v;2;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;S;;;949;15:49;18:02;1082;62;62;133;0;0;0;133;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
764;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;G;;;339;05:39;09:16;556;89;89;169;48;0;0;189;21;0;0;0;0;0;0;48;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
764;m____;2;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;858;14:18;18:16;1096;87;87;211;27;0;0;227;0;0;0;0;0;0;0;27;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
764;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;G;;;339;05:39;09:16;556;89;89;169;48;0;0;189;21;0;0;0;0;0;0;48;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
764;_d___;2;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;858;14:18;18:16;1096;87;87;211;27;0;0;227;0;0;0;0;0;0;0;27;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
764;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;355;05:55;08:54;534;69;69;159;20;0;0;179;5;0;0;0;0;0;0;20;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
764;__w__;2;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;806;13:26;19:19;1159;121;121;278;75;0;0;331;0;0;0;0;0;0;0;75;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
764;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;G;;;339;05:39;09:16;556;89;89;169;48;0;0;189;21;0;0;0;0;0;0;48;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
764;___d_;2;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;858;14:18;18:16;1096;87;87;211;27;0;0;227;0;0;0;0;0;0;0;27;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
764;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;G;;;339;05:39;09:16;556;89;89;169;48;0;0;189;21;0;0;0;0;0;0;48;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
764;____v;2;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;858;14:18;18:16;1096;87;87;211;27;0;0;227;0;0;0;0;0;0;0;27;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
765;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;355;05:55;08:50;530;60;60;147;28;0;0;162;5;0;0;0;0;0;0;28;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
765;m____;2;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;S;;;917;15:17;18:44;1124;79;79;188;19;0;0;207;0;0;0;0;0;0;0;19;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
765;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;355;05:55;08:50;530;60;60;147;28;0;0;162;5;0;0;0;0;0;0;28;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
765;_d___;2;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;S;;;917;15:17;18:44;1124;79;79;188;19;0;0;207;0;0;0;0;0;0;0;19;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
765;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;389;06:29;08:30;510;52;52;120;1;0;0;121;0;0;0;0;0;0;0;1;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
765;__w__;2;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;711;11:51;18:24;1104;165;165;339;54;0;0;384;0;0;0;0;0;0;0;54;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
765;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;355;05:55;08:50;530;60;60;147;28;0;0;162;5;0;0;0;0;0;0;28;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
765;___d_;2;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;S;;;917;15:17;18:44;1124;79;79;188;19;0;0;207;0;0;0;0;0;0;0;19;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
765;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;355;05:55;08:50;530;60;60;147;28;0;0;162;5;0;0;0;0;0;0;28;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
765;____v;2;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;S;;;917;15:17;18:44;1124;79;79;188;19;0;0;207;0;0;0;0;0;0;0;19;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
766;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;369;06:09;12:10;730;146;146;324;37;0;0;351;0;0;0;0;0;0;0;37;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
766;m____;2;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;968;16:08;18:28;1108;49;49;125;15;0;0;140;0;0;0;0;0;0;0;15;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
766;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;369;06:09;12:10;730;146;146;324;37;0;0;351;0;0;0;0;0;0;0;37;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
766;_d___;2;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;968;16:08;18:28;1108;49;49;125;15;0;0;140;0;0;0;0;0;0;0;15;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
766;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;G;;;370;06:10;08:43;523;89;89;153;0;0;0;153;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
766;__w__;2;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;942;15:42;19:29;1169;103;103;221;6;0;0;227;0;0;0;0;0;0;0;6;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
766;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;369;06:09;12:10;730;146;146;324;37;0;0;351;0;0;0;0;0;0;0;37;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
766;___d_;2;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;968;16:08;18:28;1108;49;49;125;15;0;0;140;0;0;0;0;0;0;0;15;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
766;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;369;06:09;12:36;756;150;150;336;51;0;0;377;0;0;0;0;0;0;0;51;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
766;____v;2;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;968;16:08;18:28;1108;49;49;125;15;0;0;140;0;0;0;0;0;0;0;15;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
767;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;371;06:11;08:48;528;59;59;150;7;0;0;157;0;0;0;0;0;0;0;7;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
767;m____;2;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;787;13:07;19:04;1144;142;142;310;47;0;0;329;0;0;0;0;0;0;0;47;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
767;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;371;06:11;08:48;528;59;59;150;7;0;0;157;0;0;0;0;0;0;0;7;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
767;_d___;2;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;787;13:07;19:04;1144;142;142;310;47;0;0;329;0;0;0;0;0;0;0;47;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
767;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;371;06:11;08:48;528;59;59;150;7;0;0;157;0;0;0;0;0;0;0;7;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
767;__w__;2;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;797;13:17;18:40;1120;97;97;239;84;0;0;288;0;0;0;0;0;0;0;84;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
767;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;371;06:11;08:48;528;59;59;150;7;0;0;157;0;0;0;0;0;0;0;7;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
767;___d_;2;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;787;13:07;19:04;1144;142;142;310;47;0;0;329;0;0;0;0;0;0;0;47;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
767;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;371;06:11;08:48;528;59;59;150;7;0;0;157;0;0;0;0;0;0;0;7;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
